,food,ALPHA-TOCOPHEROL,AMYLOSE,ASCORBATE|ASCORBIC-ACID,ASCORBIC-ACID,BIOTIN,CALCIUM,CARBOHYDRATE,CARBOHYDRATES,CARBOHYDRATE|CARBOHYDRATES,CHLORIDE,CHROMIUM,COPPER,FAT,FLUORIDE,HISTIDINE,IODINE,IRON,ISOLEUCINE,ISOLINOLEIC-ACID,LEUCINE,LYSINE,MAGNESIUM,MANGANESE,METHIONINE,MOLYBDENUM,NIACIN,NIACIN|NICOTINIC-ACID,PANTOTHENIC-ACID,PHENYLALANINE,PHOSPHORUS,POTASSIUM,PROLINE,PROTEIN,PROTEIN|PROTEINS,PYRIDOXINE,PYRIDOXINE|VIT-B-6,RIBOFLAVIN,RIBOFLAVIN|VITAMIN-B-2,SELENIUM,SODIUM,STARCH,SUCROSE,SUCROSE|SUGAR,SUGAR,SUGARS,THIAMIN,THIAMINE,THIAMIN|THIAMINE,THIAMIN|VITAMIN-B-1,THREONINE,TOCOPHEROL,TOCOPHEROLS,TRYPTOPHAN,VALINE,VIT-B-6,VIT-E,VITAMIN-B-6,VITAMIN-K-1,ZINC
105,Sugar-Apple,0.0,0,0.0,160.0,0.0,1126.75,0,90400.0,0,0.0,0.0,0.0,25550.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,205.5,78.5,25.3,26.0,0.0,3.6,0.0,0.8,0.0,160.0,1329.0,0.0,8659.0,0,0.0,0.0,0.5,0.0,0.0,45.7,0.0,0.0,54500,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.8,0.0,0.0,0.0,0.0
106,Swamp Cabbage,0.0,0,0.0,730.0,0.0,1266.5,0,60000.0,0,0.0,0.0,1.9,15600.0,0.0,624.0,0.15,54.0,1381.0,0.0,1939.0,0.0,381.0,0.0,584.5,0.0,12.0,0.0,0.0,1686.5,1236.0,4920.0,1168.5,36000.0,0,0.0,0.0,1.6,0.0,0.0,1500.0,0.0,0.0,0,0,0.0,0.9,0.0,0.0,0.0,1859.0,118.0,0.0,0.0,1793.0,0.0,0.0,0.0,0.0,9.2
107,Sweet Potato,0.0,0,0.0,271.0,0.0,1010.0,0,77250.0,0,0.0,0.0,0.7,3600.0,0.0,120.0,0.0045,21.45,301.9,0.0,445.5,328.0,66.5,1.5,151.0,0.0,4.7,0.0,2.4,364.5,404.5,2899.8,284.0,16849.1,0,0.0,0.0,1.2999999999999998,0.0,0.0,81.45,20100.0,0.0,0,9700,0.0,0.745,0.0,0.0,0.0,301.9,6.05,0.0,80.0,397.6,1.0,0.0,0.0,0.0,1.1
108,Taro,0.0,7336,0.0,197.5,0.0,1059.0,0,76250.0,0,0.0,0.0,0.47500000000000003,6150.0,0.0,455.5,0.0,20.0,998.5,0.0,1555.75,971.75,224.5,2.63,309.5,0.0,7.25,0.0,0.0,819.75,550.2,3676.7,204.5,22964.0,0,0.0,0.0,1.83,0.0,0.0,48.2,13135.0,0.0,0,1010,0.0,1.1,0.0,0.0,0.0,699.75,0.0,0.0,206.5,1032.0,0.0,0.0,0.0,0.0,3.63
109,Tomatillo,0.0,0,0.0,46.0,0.0,258.0,0,77100.0,0,168.5,0.0,1.6,8700.0,0.0,0.0,0.0,297.4,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,3025.0,3625.0,0.0,15700.0,0,0.0,0.0,0.24,0.0,0.0,45.4,0.0,2506.0,0,0,5740.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
110,Tomato,14.3,0,0.0,295.2,0.0,3160.0,0,71740.0,0,0.0,0.3,10.0,14872.05,0.0,214.9,0.0,80.0,347.1,0.0,545.5,545.5,515.0,10.0,132.2,0.6,9.9,0.0,6.1,380.1,695.0,5290.0,176.75,14893.5,0,0.0,0.0,0.8,0.0,0.0034,660.0,1000.0,0.0,0,0,4500.0,1.0,0.0,0.0,0.0,363.7,0.0,0.0,115.7,380.1,0.9,0.0,0.0,0.0,12.0
111,Vinespinach,0.0,0,0.0,1478.5,0.0,1580.0,0,49275.0,0,0.0,0.0,0.0,4347.5,0.0,565.0,0.0,17.5,768.0,0.0,1464.0,1246.5,0.0,0.0,275.5,0.0,7.0,0.0,0.0,1232.0,753.5,0.0,1014.5,26087.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.7,0.0,0.0,0.0,797.0,0.0,0.0,406.0,942.0,0.0,0.0,0.0,0.0,0.0
112,Water Lotus,0.0,0,0.0,1.5,0.0,618.2666666666667,0,77562.66666666667,0,0.0,0.0,1.7,2015.2333333333333,0.0,265.25,0.0,7.05,439.85,0.0,658.95,625.0,193.25,12.5,161.6,0.0,10.4,0.0,0.0,424.6,506.06666666666666,2578.85,846.2,20003.7,0,0.0,0.0,0.315,0.0,0.0,121.25,57098.8,3543.25,0,0,0.0,1.075,0.0,0.0,0.0,425.0,0.0,0.0,137.15,534.55,0.0,0.0,0.0,0.0,2.8
113,Water chestnut,0.0,0,0.0,31.7,0.0,26.5,0,87600.0,0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,407.5,2545.0,0.0,8500.0,0,0.0,0.0,0.9,0.0,0.0,92.0,40000.0,31750.0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Wild Yam,0.0,0,0.0,19.4,0.0,306.0,0,89700.0,0,0.0,2.6,0.0,600.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,163.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,173.0,542.0,0.0,6100.0,0,0.0,0.0,0.065,0.0,0.0,3.6,0.0,0.0,0,0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
115,Yambean,0.0,0,0.0,184.5,0.0,138.0,0,80645.0,0,0.0,0.0,2.5,10921.75,0.0,341.0,0.0,5.5,285.5,0.0,442.5,470.0,147.5,0.0,120.0,0.0,2.8,0.0,0.0,295.0,166.0,1613.0,433.0,12903.0,0,0.0,0.0,0.28,0.0,0.0,55.5,55164.5,0.0,0,0,29625.5,0.37,0.0,0.0,0.0,322.5,0.0,0.0,0.0,387.0,0.0,0.0,0.0,0.0,0.0
